scan_no,datetime,intensity_lux,hoboPAR
287,2021-05-28T20:30:00Z,57867,772.5557999715401
288,2021-05-28T20:45:00Z,104711.8,775.6737735766923
289,2021-05-28T21:00:00Z,187379,775.7104342615426
290,2021-05-28T21:15:00Z,209423.6,775.710446662157
291,2021-05-28T21:30:00Z,187379,775.7104342615426
292,2021-05-28T21:45:00Z,198401.3,775.7104434431442
293,2021-05-28T22:00:00Z,220445.9,775.710447790723
294,2021-05-28T22:15:00Z,37200.2,753.1969769403044
295,2021-05-28T22:30:00Z,187379,775.7104342615426
296,2021-05-28T22:45:00Z,170845.6,775.7103802927135
297,2021-05-28T23:00:00Z,159823.3,775.7102541373449
298,2021-05-28T23:15:00Z,148801,775.7098943039398
299,2021-05-28T23:30:00Z,137778.7,775.7088679498421
300,2021-05-28T23:45:00Z,60622.6,773.2829944596724
301,2021-05-29T00:00:00Z,33066.9,742.3571884542649
302,2021-05-29T00:15:00Z,20666.8,667.2593351984593
303,2021-05-29T00:30:00Z,13089,552.7746579993759
304,2021-05-29T00:45:00Z,9644.5,466.3749535420475
305,2021-05-29T01:00:00Z,8266.7,423.07193648874204
306,2021-05-29T01:15:00Z,5166.7,302.17484320073896
307,2021-05-29T01:30:00Z,3444.5,217.9142445460218
308,2021-05-29T01:45:00Z,2325,155.2582325184851
309,2021-05-29T02:00:00Z,1722.2,118.65412512440184
310,2021-05-29T02:15:00Z,1356.3,95.39014685079758
311,2021-05-29T02:30:00Z,925.7,66.95530321130161
312,2021-05-29T02:45:00Z,538.2,40.351998769193074
313,2021-05-29T03:00:00Z,398.3,30.503944545885474
314,2021-05-29T03:15:00Z,279.9,22.066379973017888
315,2021-05-29T03:30:00Z,161.5,13.53328148364119
316,2021-05-29T03:45:00Z,75.3,7.260126758099773
317,2021-05-29T04:00:00Z,21.5,3.3187213632270414
318,2021-05-29T04:15:00Z,0,1.7379766000000245
319,2021-05-29T04:30:00Z,0,1.7379766000000245
320,2021-05-29T04:45:00Z,0,1.7379766000000245
321,2021-05-29T05:00:00Z,0,1.7379766000000245
322,2021-05-29T05:15:00Z,0,1.7379766000000245
323,2021-05-29T05:30:00Z,0,1.7379766000000245
324,2021-05-29T05:45:00Z,0,1.7379766000000245
325,2021-05-29T06:00:00Z,0,1.7379766000000245
326,2021-05-29T06:15:00Z,0,1.7379766000000245
327,2021-05-29T06:30:00Z,0,1.7379766000000245
328,2021-05-29T06:45:00Z,0,1.7379766000000245
329,2021-05-29T07:00:00Z,0,1.7379766000000245
330,2021-05-29T07:15:00Z,0,1.7379766000000245
331,2021-05-29T07:30:00Z,0,1.7379766000000245
332,2021-05-29T07:45:00Z,0,1.7379766000000245
333,2021-05-29T08:00:00Z,0,1.7379766000000245
334,2021-05-29T08:15:00Z,0,1.7379766000000245
335,2021-05-29T08:30:00Z,0,1.7379766000000245
336,2021-05-29T08:45:00Z,0,1.7379766000000245
337,2021-05-29T09:00:00Z,0,1.7379766000000245
338,2021-05-29T09:15:00Z,0,1.7379766000000245
339,2021-05-29T09:30:00Z,0,1.7379766000000245
340,2021-05-29T09:45:00Z,0,1.7379766000000245
341,2021-05-29T10:00:00Z,0,1.7379766000000245
342,2021-05-29T10:15:00Z,0,1.7379766000000245
343,2021-05-29T10:30:00Z,0,1.7379766000000245
344,2021-05-29T10:45:00Z,0,1.7379766000000245
345,2021-05-29T11:00:00Z,0,1.7379766000000245
346,2021-05-29T11:15:00Z,0,1.7379766000000245
347,2021-05-29T11:30:00Z,0,1.7379766000000245
348,2021-05-29T11:45:00Z,0,1.7379766000000245
349,2021-05-29T12:00:00Z,0,1.7379766000000245
350,2021-05-29T12:15:00Z,53.8,5.687448311120875
351,2021-05-29T12:30:00Z,139.9,11.966178890523793
352,2021-05-29T12:45:00Z,269.1,21.29199891737278
353,2021-05-29T13:00:00Z,376.7,28.971735113106888
354,2021-05-29T13:15:00Z,473.6,35.82085485343748
355,2021-05-29T13:30:00Z,581.3,43.359656053375716
356,2021-05-29T13:45:00Z,667.4,49.331209259222874
357,2021-05-29T14:00:00Z,731.9,53.77274968767688
358,2021-05-29T14:15:00Z,828.8,60.39439345082758
359,2021-05-29T14:30:00Z,3100,199.33879288112587
360,2021-05-29T14:45:00Z,4133.4,253.28351056815893
361,2021-05-29T15:00:00Z,4650,278.327187084527
362,2021-05-29T15:15:00Z,5511.1,317.4317107753538
363,2021-05-29T15:30:00Z,8266.7,423.07193648874204
364,2021-05-29T15:45:00Z,9644.5,466.3749535420475
365,2021-05-29T16:00:00Z,11022.3,504.3604819417292
366,2021-05-29T16:15:00Z,12400.1,537.681494332779
367,2021-05-29T16:30:00Z,20666.8,667.2593351984593
368,2021-05-29T16:45:00Z,23422.4,692.2589678169438
369,2021-05-29T17:00:00Z,28933.5,726.2977876556613
370,2021-05-29T17:15:00Z,37200.2,753.1969769403044
371,2021-05-29T17:30:00Z,74400.5,775.055578109539
372,2021-05-29T17:45:00Z,159823.3,775.7102541373449
373,2021-05-29T18:00:00Z,159823.3,775.7102541373449
374,2021-05-29T18:15:00Z,165334.4,775.710333374663
375,2021-05-29T18:30:00Z,170845.6,775.7103802927135
376,2021-05-29T18:45:00Z,170845.6,775.7103802927135
377,2021-05-29T19:00:00Z,176356.7,775.7104080728276
378,2021-05-29T19:15:00Z,176356.7,775.7104080728276
379,2021-05-29T19:30:00Z,176356.7,775.7104080728276
380,2021-05-29T19:45:00Z,187379,775.7104342615426
381,2021-05-29T20:00:00Z,187379,775.7104342615426
382,2021-05-29T20:15:00Z,187379,775.7104342615426
383,2021-05-29T20:30:00Z,187379,775.7104342615426
384,2021-05-29T20:45:00Z,187379,775.7104342615426
385,2021-05-29T21:00:00Z,187379,775.7104342615426
386,2021-05-29T21:15:00Z,176356.7,775.7104080728276
387,2021-05-29T21:30:00Z,176356.7,775.7104080728276
388,2021-05-29T21:45:00Z,176356.7,775.7104080728276
389,2021-05-29T22:00:00Z,176356.7,775.7104080728276
390,2021-05-29T22:15:00Z,170845.6,775.7103802927135
391,2021-05-29T22:30:00Z,165334.4,775.710333374663
392,2021-05-29T22:45:00Z,159823.3,775.7102541373449
393,2021-05-29T23:00:00Z,148801,775.7098943039398
394,2021-05-29T23:15:00Z,137778.7,775.7088679498421
395,2021-05-29T23:30:00Z,126756.4,775.7059404764088
396,2021-05-29T23:45:00Z,115734.1,775.6975904335516
397,2021-05-30T00:00:00Z,104711.8,775.6737735766923
398,2021-05-30T00:15:00Z,110223,775.6887329869612
399,2021-05-30T00:30:00Z,20666.8,667.2593351984593
400,2021-05-30T00:45:00Z,21355.7,674.1361053283371
401,2021-05-30T01:00:00Z,13089,552.7746579993759
402,2021-05-30T01:15:00Z,8266.7,423.07193648874204
403,2021-05-30T01:30:00Z,4994.5,294.3569807793201
404,2021-05-30T01:45:00Z,4822.3,286.4100489232712
405,2021-05-30T02:00:00Z,2411.1,160.3173701032896
406,2021-05-30T02:15:00Z,2066.7,139.82990269301342
407,2021-05-30T02:30:00Z,1227.1,86.98029857997312
408,2021-05-30T02:45:00Z,1054.9,75.60966985077664
409,2021-05-30T03:00:00Z,559.7,41.85387908238465
410,2021-05-30T03:15:00Z,505.9,38.08990610988167
411,2021-05-30T03:30:00Z,301.4,23.60560644154134
412,2021-05-30T03:45:00Z,129.2,11.18868970633605
413,2021-05-30T04:00:00Z,32.3,4.1115512858840475
414,2021-05-30T04:15:00Z,0,1.7379766000000245
415,2021-05-30T04:30:00Z,0,1.7379766000000245
416,2021-05-30T04:45:00Z,0,1.7379766000000245
417,2021-05-30T05:00:00Z,0,1.7379766000000245
418,2021-05-30T05:15:00Z,0,1.7379766000000245
419,2021-05-30T05:30:00Z,0,1.7379766000000245
420,2021-05-30T05:45:00Z,0,1.7379766000000245
421,2021-05-30T06:00:00Z,0,1.7379766000000245
422,2021-05-30T06:15:00Z,0,1.7379766000000245
423,2021-05-30T06:30:00Z,0,1.7379766000000245
424,2021-05-30T06:45:00Z,0,1.7379766000000245
425,2021-05-30T07:00:00Z,0,1.7379766000000245
426,2021-05-30T07:15:00Z,0,1.7379766000000245
427,2021-05-30T07:30:00Z,0,1.7379766000000245
428,2021-05-30T07:45:00Z,0,1.7379766000000245
429,2021-05-30T08:00:00Z,0,1.7379766000000245
430,2021-05-30T08:15:00Z,0,1.7379766000000245
431,2021-05-30T08:30:00Z,0,1.7379766000000245
432,2021-05-30T08:45:00Z,0,1.7379766000000245
433,2021-05-30T09:00:00Z,0,1.7379766000000245
434,2021-05-30T09:15:00Z,0,1.7379766000000245
435,2021-05-30T09:30:00Z,0,1.7379766000000245
436,2021-05-30T09:45:00Z,0,1.7379766000000245
437,2021-05-30T10:00:00Z,0,1.7379766000000245
438,2021-05-30T10:15:00Z,0,1.7379766000000245
439,2021-05-30T10:30:00Z,0,1.7379766000000245
440,2021-05-30T10:45:00Z,0,1.7379766000000245
441,2021-05-30T11:00:00Z,0,1.7379766000000245
442,2021-05-30T11:15:00Z,0,1.7379766000000245
443,2021-05-30T11:30:00Z,0,1.7379766000000245
444,2021-05-30T11:45:00Z,0,1.7379766000000245
445,2021-05-30T12:00:00Z,0,1.7379766000000245
446,2021-05-30T12:15:00Z,32.3,4.1115512858840475
447,2021-05-30T12:30:00Z,107.6,9.616766428457368
448,2021-05-30T12:45:00Z,247.6,19.7480375159779
449,2021-05-30T13:00:00Z,441.3,33.544823593984574
450,2021-05-30T13:15:00Z,570.5,42.60715417160077
451,2021-05-30T13:30:00Z,731.9,53.77274968767688
452,2021-05-30T13:45:00Z,904.2,65.50479442806352
453,2021-05-30T14:00:00Z,1367,96.08200639596157
454,2021-05-30T14:15:00Z,1980.6,134.60233793532018
455,2021-05-30T14:30:00Z,3100,199.33879288112587
456,2021-05-30T14:45:00Z,2583.4,170.31798253893191
457,2021-05-30T15:00:00Z,3272.2,208.6998853205863
458,2021-05-30T15:15:00Z,3272.2,208.6998853205863
459,2021-05-30T15:30:00Z,4822.3,286.4100489232712
460,2021-05-30T15:45:00Z,5338.9,309.8657324580455
461,2021-05-30T16:00:00Z,7233.4,386.66291761959815
462,2021-05-30T16:15:00Z,9644.5,466.3749535420475
463,2021-05-30T16:30:00Z,11022.3,504.3604819417292
464,2021-05-30T16:45:00Z,13089,552.7746579993759
465,2021-05-30T17:00:00Z,14466.8,580.150545792198
466,2021-05-30T17:15:00Z,20666.8,667.2593351984593
467,2021-05-30T17:30:00Z,22044.6,680.5768267536588
468,2021-05-30T17:45:00Z,33066.9,742.3571884542649
469,2021-05-30T18:00:00Z,42711.4,762.3800683847454
470,2021-05-30T18:15:00Z,46844.8,766.7125190611077
471,2021-05-30T18:30:00Z,57867,772.5557999715401
472,2021-05-30T18:45:00Z,52355.9,770.3826624012638
473,2021-05-30T19:00:00Z,55111.5,771.6107981825055
474,2021-05-30T19:15:00Z,46844.8,766.7125190611077
475,2021-05-30T19:30:00Z,46844.8,766.7125190611077
476,2021-05-30T19:45:00Z,49600.3,768.7866129158895
477,2021-05-30T20:00:00Z,93689.5,775.6058406713947
478,2021-05-30T20:15:00Z,88178.4,775.5337797142615
479,2021-05-30T20:30:00Z,77156.1,775.206535681029
480,2021-05-30T20:45:00Z,110223,775.6887329869612
481,2021-05-30T21:00:00Z,88178.4,775.5337797142615
482,2021-05-30T21:15:00Z,55111.5,771.6107981825055
483,2021-05-30T21:30:00Z,44089.2,764.0170015432908
